t,x,y,z
0.0,0.3,0.0,0.7
0.10101010101010101,0.2975864438492386,0.037977736072124776,0.7
0.20202020202020202,0.29038461041890684,0.07534439615432377,0.7
0.30303030303030304,0.2785103799048218,0.11149873669809825,0.7
0.40404040404040403,0.26215481312093547,0.1458590208301406,0.7
0.5050505050505051,0.24158107725931757,0.1778723787163921,0.7
0.6060606060606061,0.21712021143152105,0.20702370344463358,0.7
0.7070707070707071,0.18916580012535675,0.23284393928752703,0.7
0.8080808080808081,0.1581676402831507,0.2549176289848543,0.7
0.9090909090909091,0.12462450390056592,0.2728895986063555,0.7
1.0101010101010102,0.08907611259848247,0.28647067243322216,0.7
1.1111111111111112,0.05209445330007912,0.2954423259036624,0.7
1.2121212121212122,0.01427457474712272,0.2996602017549024,0.7
1.3131313131313131,-0.023774987057036494,0.2990564327855827,0.7
1.4141414141414141,-0.06144200041955715,0.2936407338644336,0.7
1.5151515151515151,-0.09812038899522643,0.28350024561440057,0.7
1.6161616161616161,-0.13321998378173222,0.26879813228740074,0.7
1.7171717171717171,-0.16617601915983307,0.2497709563904314,0.7
1.8181818181818181,-0.19645822018358552,0.22672487230627747,0.7
1.9191919191919191,-0.22357933490272638,0.20003070015488747,0.7
2.0202020202020203,-0.2471029744289498,0.17011795915883124,0.7
2.121212121212121,-0.266650634596477,0.13746795651822316,0.7
2.2222222222222223,-0.2819077862357725,0.10260604299770067,0.7
2.323232323232323,-0.2926289360656221,0.06609315983596224,0.7
2.4242424242424243,-0.2986415767719254,0.028516812991254862,0.7
2.525252525252525,-0.29984896271495554,-0.009518380049420223,0.7
2.6262626262626263,-0.29623166660291833,-0.04740041879200489,0.7
2.727272727272727,-0.28784789208434924,-0.08451976705242882,0.7
2.8282828282828283,-0.2748325372296209,-0.12027916062198402,0.7
2.929292929292929,-0.25739502397049313,-0.15410321747202183,0.7
3.0303030303030303,-0.2358159284228363,-0.18544769586618148,0.7
3.131313131313131,-0.21044246631189648,-0.21380825141365878,0.7
3.2323232323232323,-0.18168290614129998,-0.23872855215924962,0.7
3.3333333333333335,-0.14999999999999988,-0.2598076211353316,0.7
3.4343434343434343,-0.1159035377079386,-0.2767062882313744,0.7
3.5353535353535355,-0.0799421441070104,-0.28915264756798265,0.7
3.6363636363636362,-0.042694451481985564,-0.29694643256427977,0.7
3.7373737373737375,-0.004759789150442282,-0.2999622383021625,0.7
3.8383838383838382,0.03325145997030326,-0.29815153933837624,0.7
3.9393939393939394,0.07072768065282824,-0.2915434704970625,0.7
4.040404040404041,0.1070658664775615,-0.280244358079532,0.7
4.141414141414141,0.14168132243180462,-0.2644360090342747,0.7
4.242424242424242,0.17401707287135937,-0.24437278561510073,0.7
4.343434343434343,0.20355282346713968,-0.22037751259725996,0.7
4.444444444444445,0.22981333293569334,-0.19283628290596186,0.7
4.545454545454545,0.25237605984935424,-0.16219224523667947,0.7
4.646464646464646,0.2708779614859863,-0.12893847362675157,0.7
4.747474747474747,0.28502133532228363,-0.09361003370954611,0.7
4.848484848484849,0.29457860917881196,-0.056775373308123184,0.7
4.94949494949495,0.2993960029415653,-0.019027175896969357,0.7
5.05050505050505,0.2993960029415653,0.01902717589696921,0.7
5.151515151515151,0.294578609178812,0.05677537330812304,0.7
5.252525252525253,0.28502133532228363,0.09361003370954599,0.7
5.353535353535354,0.27087796148598636,0.12893847362675143,0.7
5.454545454545454,0.2523760598493544,0.16219224523667913,0.7
5.555555555555555,0.22981333293569342,0.19283628290596178,0.7
5.656565656565657,0.2035528234671398,0.22037751259725985,0.7
5.757575757575758,0.1740170728713595,0.24437278561510067,0.7
5.858585858585858,0.14168132243180498,0.2644360090342745,0.7
5.959595959595959,0.10706586647756162,0.28024435807953196,0.7
6.0606060606060606,0.07072768065282839,0.2915434704970625,0.7
6.161616161616162,0.033251459970303404,0.29815153933837624,0.7
6.262626262626262,-0.004759789150442136,0.2999622383021625,0.7
6.363636363636363,-0.042694451481985425,0.2969464325642798,0.7
6.4646464646464645,-0.0799421441070105,0.2891526475679826,0.7
6.565656565656566,-0.11590353770793846,0.27670628823137444,0.7
6.666666666666667,-0.15000000000000022,0.25980762113533146,0.7
6.767676767676767,-0.18168290614129967,0.23872855215924987,0.7
6.8686868686868685,-0.21044246631189636,0.21380825141365886,0.7
6.96969696969697,-0.23581592842283614,0.18544769586618168,0.7
7.070707070707071,-0.2573950239704932,0.15410321747202171,0.7
7.171717171717171,-0.2748325372296207,0.12027916062198452,0.7
7.2727272727272725,-0.2878478920843492,0.08451976705242896,0.7
7.373737373737374,-0.2962316666029182,0.04740041879200516,0.7
7.474747474747475,-0.29984896271495554,0.009518380049420103,0.7
7.575757575757575,-0.29864157677192543,-0.028516812991254317,0.7
7.6767676767676765,-0.2926289360656221,-0.0660931598359621,0.7
7.777777777777778,-0.28190778623577256,-0.10260604299770039,0.7
7.878787878787879,-0.266650634596477,-0.13746795651822324,0.7
7.979797979797979,-0.2471029744289501,-0.1701179591588308,0.7
8.080808080808081,-0.2235793349027265,-0.2000307001548874,0.7
8.181818181818182,-0.19645822018358572,-0.2267248723062773,0.7
8.282828282828282,-0.1661760191598334,-0.24977095639043118,0.7
8.383838383838384,-0.13321998378173225,-0.26879813228740074,0.7
8.484848484848484,-0.09812038899522663,-0.2835002456144005,0.7
8.585858585858587,-0.06144200041955697,-0.2936407338644336,0.7
8.686868686868687,-0.023774987057036446,-0.2990564327855827,0.7
8.787878787878787,0.014274574747122109,-0.29966020175490243,0.7
8.88888888888889,0.05209445330007891,-0.29544232590366243,0.7
8.98989898989899,0.08907611259848214,-0.2864706724332223,0.7
9.09090909090909,0.1246245039005655,-0.2728895986063557,0.7
9.191919191919192,0.15816764028315064,-0.2549176289848543,0.7
9.292929292929292,0.18916580012535658,-0.23284393928752717,0.7
9.393939393939394,0.21712021143152116,-0.20702370344463347,0.7
9.494949494949495,0.24158107725931757,-0.1778723787163921,0.7
9.595959595959595,0.2621548131209352,-0.14585902083014118,0.7
9.696969696969697,0.2785103799048217,-0.11149873669809848,0.7
9.797979797979798,0.2903846104189068,-0.07534439615432414,0.7
9.8989898989899,0.2975864438492386,-0.03797773607212478,0.7
10.0,0.3,-1.4695761589768238e-16,0.7
